,eid,doi,pii,pubmed_id,title,subtype,subtypeDescription,creator,afid,affilname,affiliation_city,affiliation_country,author_count,author_names,author_ids,author_afids,coverDate,coverDisplayDate,publicationName,issn,source_id,eIssn,aggregationType,volume,issueIdentifier,article_number,pageRange,description,authkeywords,citedby_count,openaccess,freetoread,freetoreadLabel,fund_acr,fund_no,fund_sponsor
104,2-s2.0-80053212377,10.1016/j.cie.2011.04.015,S0360835211001161,,Innovative travel time model for dual-shuttle automated storage/retrieval systems,ar,Article,Azzi A.,60000481,Università degli Studi di Padova,Padua,Italy,5,"Azzi, Anna;Battini, Daria;Faccio, Maurizio;Persona, Alessandro;Sgarbossa, Fabio",7102239096;56998697300;13405226400;6602705789;17346547400,60000481;60000481;60000481;60000481;60000481,2011-10-01,October 2011,Computers and Industrial Engineering,03608352,18164,,Journal,61,3,,600-607,"In modern production and distribution systems, the automated storage/retrieval systems (AS/RS), high-storage level systems that reduce labor cost, required floor space and error rate, while increasing product availability, have been widely used since the 1950s. Due to the high-investment costs involved in the development of high-efficient and high-flexible automated storage systems, performance estimation of the systems is both practically and theoretically important. The authors suggest a new method to estimate the travel time of a recently emerging version of AS/RSs, the multi-shuttle systems. The proposal is based on an industrial standard established by the Federation Européenne de la Manutention (F.E.M.). In order to estimate travel times, the authors conduct a Monte Carlo simulation to determine coordinates of two additional representative points which are not given by F.E.M. Then they conduct a new Monte Carlo simulation to compare the results obtained by the method they proposed with those of previous methods and models developed in scientific literature based on Bozer and White formulations. Several real industrial applications demonstrate the validity of proposed method. © 2011 Elsevier Ltd. All rights reserved.",Automated storage/retrieval system | Dual-shuttle | F.E.M standard | Monte Carlo simulation | Travel time estimation,38,0,,,,undefined,
108,2-s2.0-77649337377,10.1016/j.ejor.2010.01.025,S0377221710000330,,Travel time models for automated warehouses with aisle transferring storage and retrieval machine,ar,Article,Lerher T.,60004060,Univerza v Mariboru,Maribor,Slovenia,4,"Lerher, Tone;Potrč, Iztok;Šraml, Matjaž;Tollazzi, Tomaž",56055552400;6603406246;6603388071;14066886400,60004060;60004060;60004060;60004060,2010-09-16,16 September 2010,European Journal of Operational Research,03772217,22489,,Journal,205,3,,571-583,"This paper presents analytical travel time models for the computation of travel time for automated warehouses with the aisle transferring S/R machine (in continuation multi-aisle AS/RS). These models consider the operating characteristics of the storage and retrieval machine such as acceleration and deceleration and the maximum velocity. Assuming uniform distributed storage rack locations and pick aisles and using the probability theory, the expressions of the cumulative distribution functions with which the mean travel time is calculated, have been determined. The computational models enable the calculation of the mean travel time for the single and dual command cycles, from which the performance of multi-aisle AS/RS can be evaluated. A simulation model of multi-aisle AS/RS has been developed to compare the performances of the proposed analytical travel time models. The analyses show that regarding all examined types of multi-aisle AS/RS, the results of proposed analytical travel time models correlate with the results of simulation models of multi-aisle AS/RS. © 2010 Elsevier B.V. All rights reserved.",Analytical modeling | Automated storage and retrieval systems | Logistics | Multi-aisle system | Simulation,60,0,,,,undefined,
109,2-s2.0-77953635178,10.1080/00207540903055693,913662744,,Enhancing performance in order picking processes by dynamic storage systems,ar,Article,Yu M.,60070152,"Rotterdam School of Management, Erasmus University",Rotterdam,Netherlands,2,"Yu, Mengfei;De Koster, René",55475804500;6603607097,60070152;60070152,2010-01-01,January 2010,International Journal of Production Research,00207543,27656,1366588X,Journal,48,16,,4785-4806,"Increasing productivity and reducing labour cost in order picking processes are two major concerns for most warehouse managers. Particularly picker-to-parts order picking methods lead to low productivity as order pickers spend much of their time travelling along the aisles. To enhance order picking process performance, an increasing number of warehouses adopt the concept of dynamic storage where only those products needed for the current order batch are dynamically stored in the pick area, thereby reducing travel time. Other products are stored in a reserve area. We analyse the stability condition for a dynamic storage system with online order arrivals and develop a mathematical model to derive the maximum throughput a DSS can achieve and the minimum number of worker hours needed to obtain this throughput, for order picking systems with a single pick station. We discuss two applications of dynamic storage in order picking systems with multiple pick stations in series. In combination with simulation modelling, we are able to demonstrate that dynamic storage can increase throughput and reduce labour cost significantly. © 2010 Taylor and Francis.",AS/RS | Order picking | Storage | Warehousing,24,0,,,,undefined,
110,2-s2.0-77951138388,10.1080/00207540902796008,910843360,,Travel time models for double-deep automated storage and retrieval systems,ar,Article,Lerher T.,60004060,Univerza v Mariboru,Maribor,Slovenia,4,"Lerher, T.;Sraml, M.;Potrc, I.;Tollazzi, T.",56055552400;6603388071;6603406246;14066886400,60004060;60004060;60004060;60004060,2010-01-01,January 2010,International Journal of Production Research,00207543,27656,1366588X,Journal,48,11,,3151-3172,"In this paper new analytical travel time models for the computation of cycle times for unit-load double-deep automated storage and retrieval systems (in continuation double-deep AS/RS) are presented. The proposed models consider the real operating characteristics of the storage and retrieval machine and the condition of rearranging blocking loads to the nearest free storage location during the retrieval process. With the assumption of the uniform distributed storage rack positions and the probability theory, the expressions of the single and modified dual command cycle have been determined. The proposed models enable the calculation of the mean cycle time for single and dual command cycles, from which the performance of the double-deep AS/RS can be evaluated. A simulation model of the selected double-deep AS/RS has been developed to compare the performances of the proposed analytical travel time models. The numerical analyses show that with regard to the examined type of double-deep AS/RS with a different fill-grade factor, the results of the proposed analytical travel time models correlate with the results of simulation models of double-deep AS/RS. © 2010 Taylor & Francis.",Double-deep AS/RS | Mathematical modelling | Travel time analysis,46,0,,,,undefined,
111,2-s2.0-70449122739,10.1109/COASE.2009.5234102,,,Impact of zones on throughput and cycle times in warehouses with autonomous vehicles,cp,Conference Paper,Roy D.,60146420;60032179;60025534,J.B. Speed School of Engineering;University of Wisconsin-Madison;Rensselaer Polytechnic Institute,Louisville;Madison;Troy,United States;United States;United States,4,"Roy, Debjit;Krishnamurthy, Ananth;Heragu, Sunderesh;Malmborg, Charles",25522771400;7005516128;35560524700;7006047878,60032179;60032179;60146420;60025534,2009-11-12,2009,"2009 IEEE International Conference on Automation Science and Engineering, CASE 2009",,19400157531,,Conference Proceeding,,,5234102,449-454,"Autonomous Vehicle based Storage and Retrieval System (AVS/RS) is a material handling technology, which has been proposed as an alternative to crane-based AS/RS. In AVS/RS, autonomous vehicles provide horizontal movement (x and y axis) within a tier whereas lifts provide vertical movement (z axis) between tiers. The transaction cycle time is composed of waiting time for vehicles and lifts, horizontal and vertical travel times, and load/unload times. In this research, we analyze the influence of multiple load/unload points on transaction cycle times and the design-tradeoffs involved in warehouse zoning. We model the system as a multi-class semiopen queuing network model with class switching and develop a decomposition based approach to evaluate system performance and obtain design insights. We validate the models using detailed simulation. © 2009 IEEE.",,9,0,,,,undefined,
112,2-s2.0-54449094293,10.1016/j.ejor.2008.01.038,S0377221708001598,,A survey of literature on automated storage and retrieval systems,ar,Article,Roodbergen K.J.,60255885;60070152,"School of Business and Economics;Rotterdam School of Management, Erasmus University",Amsterdam;Rotterdam,Netherlands;Netherlands,2,"Roodbergen, Kees Jan;Vis, Iris F.A.",6506018019;6507007157,60070152;60255885,2009-04-16,16 April 2009,European Journal of Operational Research,03772217,22489,,Journal,194,2,,343-362,"Automated Storage and Retrieval Systems (AS/RSs) are warehousing systems that are used for the storage and retrieval of products in both distribution and production environments. This paper provides an overview of literature from the past 30 years. A comprehensive explanation of the current state of the art in AS/RS design is provided for a range of issues such as system configuration, travel time estimation, storage assignment, dwell-point location, and request sequencing. The majority of the reviewed models and solution methods are applicable to static scheduling and design problems only. Requirements for AS/RSs are, however, increasingly of a more dynamic nature for which new models will need to be developed to overcome large computation times and finite planning horizons, and to improve system performance. Several other avenues for future research in the design and control of AS/RSs are also specified. © 2008 Elsevier B.V. All rights reserved.",Automated Storage and Retrieval Systems | Control policies | Logistics | System design | Warehouse,470,0,repositoryam,Green,,undefined,
113,2-s2.0-58249087741,10.1080/07408170802375778,907483331,,Optimal zone boundaries for two-class-based compact three-dimensional automated storage and retrieval systems,ar,Article,Yu Y.,60070152,"Rotterdam School of Management, Erasmus University",Rotterdam,Netherlands,2,"Yu, Yugang;de Koster, Rene",14822788000;6603607097,60070152;60070152,2009-01-20,2009,IIE Transactions (Institute of Industrial Engineers),0740817X,19125,15458830,Journal,41,3,,194-208,"Compact, multi-deep three-dimensional (3D), Automated Storage and Retrieval Systems (AS/RS) are becoming more common, due to new technologies, lower investment costs, time efficiency and compact size. Decision-making research on these systems is still in its infancy. This paper studies a particular compact system with rotating conveyors for the depth movement and a Storage/Retrieval (S/R) machine for the horizontal and vertical movement of unit loads. The optimal storage zone boundaries are determined for this system with two product classes: high- and low-turnover, by minimizing the expected S/R machine travel time. We formulate a mixed-integer non-linear programming model to determine the zone boundaries. A decomposition algorithm and a one-dimensional search scheme are developed to solve the model. The algorithm is complex, but the results are appealing since most of them are in closed-form and easy to apply to optimally layout the 3D AS/RS rack. The results show that the S/R machine travel time is significantly influenced by the zone dimensions, zone sizes and ABC curve skewness (presenting turnover patterns of different products). The presented results are compared with those under random storage and it is shown that significant reductions of the machine travel time are obtainable by using class-based storage.",AS/RS | Class-based storage | Order picking | Storage rack design | Travel time model,77,0,,,,undefined,
114,2-s2.0-77956100868,10.1109/iccie.2009.5223906,,,Bead-sort algorithm for load shuffling in miniload as/rs with an open-rackstructure,cp,Conference Paper,Vasili M.,60103630;60025577,"Islamic Azad University, Isfahan Branch;Universiti Putra Malaysia",Isfahan;Serdang,Iran;Malaysia,6,"Vasili, Mohammadreza;Hong, Tang Sai;Ismail, Napsiah;Sulaiman, Shamsuddin;Voon, Wong Shaw;Vasili, Mehdi",24588202500;8231495000;55606485600;12647225400;52564785900;35147038200,60025577;60025577;60025577;60025577;60025577;60103630,2009-01-01,2009,"2009 International Conference on Computers and Industrial Engineering, CIE 2009",,21100989174,,Conference Proceeding,,,5223906,1781-1786,"Automated storage and retrieval systems (AS/RSs) are a combination ofequipment and control systems which handle, store and retrieve materials withgreat speed and accuracy, under a defined degree of automation. AS/RSs arewarehousing systems that are widely used in distribution and productionenvironments to manage products with cost-effective utilization of time, spaceand equipment. This paper presents an open-rack structure withunidirectional-upward mobile loads within the rack, for miniload AS/RS.Bead-Sort Algorithm and a cellular automaton (CA) are used for defining andsimulating of load shuffling in this AS/RS, respectively. Heuristic models aredeveloped for load shuffling and travel time of the storage platform. A cellularautomaton is a suitable choice for simulating natural physical systems becauseit is massively parallel, self-organizing and is driven by a set of simple,local rules. The Travel time and performance of proposed AS/RS are analyzedusing Monte Carlo simulation and are compared with a conventional one. Theresults show that the open-rack AS/RS represents a higher performance and theproposed models are reliable for the design and analysis of this kind of AS/RS.© 2009 IEEE.",Automated storage and retrieval systems (AS/RS) | Bead-sort algorithm | Cellular automaton (CA) | Loadshuffling | Monte carlo simulation | Open-rack structure,1,0,repositoryam,Green,,undefined,
115,2-s2.0-57049131570,10.1080/00207540701576346,786450156,,Designing an optimal turnover-based storage rack for a 3D compact automated storage and retrieval system,ar,Article,Yu Y.,60070152,"Rotterdam School of Management, Erasmus University",Rotterdam,Netherlands,2,"Yu, Yugang;De Koster, M. B.M.",14822788000;6603607097,60070152;60070152,2009-01-01,January 2009,International Journal of Production Research,00207543,27656,1366588X,Journal,47,6,,1551-1571,"Compact, multi-deep (3D) automated storage and retrieval systems (AS/RS) are becoming increasingly popular for storing products. We study such a system where a storage and retrieval (S/R) machine takes care of movements in the horizontal and vertical directions of the rack, and an orthogonal conveying mechanism takes care of the depth movement. An important question is how to layout such systems under different storage policies to minimize the expected cycle time. We derive the expected single-command cycle time under the full-turnover-based storage policy and propose a model to determine the optimal rack dimensions by minimizing this cycle time. We simplify the model, and analytically determine optimal rack dimensions for any given rack capacity and ABC curve skewness. A significant cycle time reduction can be obtained compared with the random storage policy. We illustrate the findings of the study by applying them in a practical example.",AS/RS | Order picking | Storage rack design | Travel time model | Turnover-based storage | Warehousing,86,0,repositoryam,Green,NWO,undefined,Nederlandse Organisatie voor Wetenschappelijk Onderzoek
120,2-s2.0-36348987866,10.1080/00207540600957795,770289056,,Optimal storage rack design for a 3-dimensional compact AS/RS,ar,Article,De Koster R.B.M.,60070152,"Rotterdam School of Management, Erasmus University",Rotterdam,Netherlands,3,"De Koster, R. B.M.;Le-Duc, T.;Yugang, Y.",6603607097;14629283600;14822788000,60070152;60070152;60070152,2008-03-01,March 2008,International Journal of Production Research,00207543,27656,1366588X,Journal,46,6,,1495-1514,"In this paper, we consider a newly designed compact three-dimensional automated storage and retrieval system (AS/RS). The system consists of an automated crane taking care of the pallets' movements in the horizontal and vertical direction. A gravity or powered conveying mechanism takes care of the pallets' depth movement in the rack. Our research objective is to analyze the system performance and optimally dimension the system. For single-command cycles, the crane's expected retrieval travel time is the same for gravity and powered conveyors; we give a closed-form expression. From the expected travel time, we calculate the optimal ratio between three dimensions that minimizes the travel time for a random storage strategy. In addition, we derive an approximate travel time expression for dual command cycles for the system with powered and gravity conveyors, respectively, and use it to optimize the system dimensions. Finally, we illustrate the findings of the study by a practical example.",AS/RS | Compact storage rack design | Logistics | Order picking | Travel time model | Warehousing,114,0,repositoryam,Green,,undefined,
123,2-s2.0-37849018262,10.1061/40932(246)466,,,Task scheduling and routing optimization for AGVs based on intelligent multi-agent technologies in tobacco AS/RS,cp,Conference Paper,Zhao C.,60031031,Shandong University,Jinan,China,5,"Zhao, Changyou;Zhou, Jun;Liu, Zhanqiang;Li, Jianfeng;Yang, Yun",7403564223;56908576600;24077795900;35300206600;57192547047,60031031;60031031;60031031;60031031;60031031,2007-12-01,2007,"International Conference on Transportation Engineering 2007, ICTE 2007",,9700153105,,Conference Proceeding,,,,2840-2845,"Based on the advantages of multi-agent technology, a method about task scheduling and routing optimization for Automated Guided Vehicles(AGVs) in tobacco automated storage and retrieval system(AS/RS) has been put forward. It is composed of four kinds of agents such as AGVs, scheduling, material manager and traffic controller agents. The strategies for task scheduling and minimum routing optimizing of AGVs have been presented. In QUEST simulation environment, a case model for the logistics system on tobacco raw material storehouse in Jinan General Tobacco Corp.(JGTC) has been researched. Simulation results indicate that this method can improve the efficiencies of storing and retrieving, and reduce the travel length of AGVs in unit time. It also can provide a optimal solving approach in other logistics systems. Copyright ASCE 2007.",AGV | Multi-agents | Routing optimization | Task scheduling,0,0,,,,undefined,
124,2-s2.0-36248984265,10.1117/12.760800,,,Extraction and evaluation of urban agriculture region based on RS and GIS: A case study in Beijing,cp,Conference Paper,Hongbin W.,60023237;112699434,Beijing Normal University;Beijing Engineering Research Center of Protein &amp; Functional Peptides,Beijing;Beijing,China;China,6,"Hongbin, Wang;Huiping, Liu;Junping, Liu;Hua, Liu;Wenli, Huang;Chanjuan, Wang",23004658900;16426085300;23004827400;34872324200;56344635700;23003631200,60023237;60023237;112699434;112699434;60023237;60023237,2007-11-26,2007,Proceedings of SPIE - The International Society for Optical Engineering,0277786X,40067,,Conference Proceeding,6752,PART 2,67522S,,"In this paper, we first review the study of urban agriculture, including concept, connotation, characteristic, function and the region of urban agriculture. Many researches found that urban agriculture is located in urban and peri-urban, but it is difficult to distinguish urban and peri-urban. Some of these researches use criteria influencing the size and shape of the peri-urban area, such as the urban influences, official city boundaries, travel time or distance to the centre, it is no clear. So in our research we extract agricultural land and urban land from Beijing SPOT data by remote sensing technology, calculate the model window the ratio of urban land use, according to the ratio of urban land to determine urban and agricultural areas. We evaluated agricultural development level by using Statistical data, we compare the villages or towns range of higher level of development with remote sensing technology, extract urban agriculture area, and draw the conclusions.",Agricultural development level | Evaluation | Spatial boundary | Urban agriculture,0,0,,,,undefined,
125,2-s2.0-34447554412,10.1504/IJISE.2007.013186,,,A generalised sequencing problem for unit-load automated storage and retrieval systems,ar,Article,Chung E.,60011455;100320470,Southern Illinois University Edwardsville;Donghae University,Edwardsville;Gangwon,United States;South Korea,2,"Chung, Eunyong;Lee, H. Felix",55238943300;7501480745,100320470;60011455,2007-01-01,2007,International Journal of Industrial and Systems Engineering,17485037,5800179616,17485045,Journal,2,4,,393-412,"With continuing need for high throughput Automated Storage and Retrieval Systems (AS/RS), many researchers have studied a problem of sequencing storage and retrieval requests processed by the storage/retrieval machine to maximise the system throughput. These studies assume that each retrieval request is fixed with a pre-determined bin position in the AS/RS rack. However, in reality, a retrieval request is associated with a specific product item which is available in multiple bin locations. In this paper, we address a generalised sequencing problem that determines both specific bin locations for the retrieval requests and sequencing with the chosen bin locations. To solve this new complex combinatorial problem, we introduce heuristic methods and present their computational results. We also present the analytical cycle time distribution and mean value for the single command when an item of a retrieval request is available in multiple bin locations. Copyright © 2007 Inderscience Enterprises Ltd.",AS/RS | Automated Storage and Retrieval Systems | Retrieval sequencing | Retrieval set | Throughput | Travel time model,5,0,,,,undefined,
126,2-s2.0-36048980282,10.1109/SOLI.2006.236280,,,A set-based scheduling problem for square rack automated storage and retrieval systems,cp,Conference Paper,Lee H.F.,60011455;100320470,Southern Illinois University Edwardsville;Donghae University,Edwardsville;Gangwon,United States;South Korea,2,"Lee, H. Felix;Chung, Eunyong",7501480745;55238943300,60011455;100320470,2006-01-01,2006,"2006 IEEE International Conference on Service Operations and Logistics, and Informatics, SOLI 2006",,8500153133,,Conference Proceeding,,,1700898,393-398,"Many researchers have studied AS/RS A scheduling problems that sequence the storage and retrieval requests to maximize the system throughput. These studies assume that each retrieval request is fixed with a pre-determined bin position in the AS/RS rack. However, in reality, a retrieval request is associated not with a specific bin position but with a specific product item which is available in various bin locations. In this paper, we address a generalized sequencing problem that determines both specific bin locations for the retrieval requests and sequencing with the chosen bin locations. To solve this new complex combinatorial problem, we introduce heuristic methods and present their computational results. We also derive the cycle time distributions and their mean values for the single command under both squared and non-squared rack shapes. © 2006 IEEE.",Automated storage and retrieval systems | Retrieval sequencing | Retrieval set | Travel time model,2,0,,,,undefined,
127,2-s2.0-33846654257,10.1109/WSC.2005.1574432,,,Reservation storage policy for AS/RS at air cargo terminals,cp,Conference Paper,Lee C.,60136858;60017161;60005273,College of Engineering;National University of Singapore;Korea University,Atlanta;Singapore City;Seoul,United States;Singapore;South Korea,5,"Lee, Chulung;Liu, Bi;Huang, Huei Chuen;Xu, Zhiyong;Goldsman, Paul",14527088500;26652034700;8369669800;55687371200;6506731169,60005273;60017161;60017161;60017161;60136858,2005-12-01,2005,Proceedings - Winter Simulation Conference,08917736,145228,,Conference Proceeding,2005,,1574432,1627-1632,"At air cargo terminals, the operations of an automatic storage and retrieval system (AS/RS) have certain special characteristics that both cargo arrival rates and storage duration are stochastic, and the probability distributions can only come from the empirical data. According to such particularities, this paper proposes a class-based reservation storage policy for AS/RS at air cargo terminals and an analytical model is developed. Two classes are investigated and a certain storage spaces are reserved for one priority class in such a way that the one-way travel time of S/R machine is minimized. The optimal reservation space is obtained by numerical searching. A simulation model is developed and the simulation results validate the optimal solution from the analytical model.",,2,0,,,,undefined,
129,2-s2.0-9544234487,10.1016/j.cor.2003.11.020,S0305054803003575,,Travel time analysis of a new automated storage and retrieval system,ar,Article,Hu Y.H.,60078616;60017161;100356049,School of Computer Science and Engineering;National University of Singapore;Port of Singapore Authority,Singapore City;Singapore City;Singapore City,Singapore;Singapore;Singapore,7,"Hu, Ya Hong;Huang, Shell Ying;Chen, Chuanyu;Hsu, Wen Jing;Toh, Ah Cheong;Loh, Chee Kit;Song, Tiancheng",57210258454;7405421893;55707790500;7402003031;6602972680;7103343625;7202363831,60017161;60078616;60078616;60078616;100356049;100356049;100356049,2005-06-01,June 2005,Computers and Operations Research,03050548,24355,,Journal,32,6,,1515-1544,"In conventional automated storage and retrieval systems (AS/RS), stacker cranes are used to access (store or retrieve loads into/from) the storage cells. The stacker cranes can travel simultaneously in the vertical and horizontal directions. However, because the combined motions generally require heavy machineries, the stacker cranes are inadequate for extra heavy loads such as sea container cargo. For such applications, we present a new kind of storage/retrieval (S/R) mechanism, designed with input from AS/RS manufacturers. Unlike stacker cranes, the new S/R mechanism has one vertical platform and N horizontal platforms to serve N tiers of an AS/RS rack. The vertical platform provides the vertical link among different tiers of the AS/RS rack, whereas the horizontal platforms access the storage cells on a given tier. The vertical platform and the horizontal platforms may move independently and concurrently; and the separation of the mechanisms for vertical/horizontal movements also makes the platforms lighter and hence they can operate at a higher speed than the conventional design. We then present a travel-time model under the stay dwell point policy, i.e. the platforms remain where they are after completing a storage/retrieval operation. The model is validated by computer simulations. The results show that our analytical model is reliable for the design and analysis of the new kind of AS/RS. We also present guidelines for the optimal design of a rectangular-in-time AS/RS rack with the new S/R mechanism. © 2003 Elsevier Ltd. All rights reserved.",Automated storage/retrieval system | New storage/retrieval mechanism | Travel time model,98,0,,,NUS,undefined,National University of Singapore
130,2-s2.0-18144388007,10.1007/s00170-003-1932-3,,,Travel-time models for flow-rack automated storage and retrieval systems,ar,Article,Sari Z.,60068756;60024728,Université Abou Bekr Belkaid Tlemcen;Missouri University of Science and Technology,Tlemcen;Rolla,Algeria;United States,3,"Sari, Zaki;Saygin, Can;Ghouali, Noureddine",22954822200;56091035900;9044602700,60068756;60024728;60068756,2005-05-01,May 2005,International Journal of Advanced Manufacturing Technology,02683768,20428,,Journal,25,9-10,,979-987,"In this paper, closed-form travel-time expressions for flow-rack automated storage and retrieval systems are developed. The expressions, which are based on a continuous approach, are compared for accuracy, via simulation, with exact models which are based on a discrete approach. There is no significant difference between the results obtained from the continuous-approach-based closed-form expressions and the ones from the discrete-approach-based exact solutions. The closed-form expressions are easy to calculate due to their simplistic forms, even without a computer, while the exact solutions are extremely complex. On the basis of computation time, the proposed closed-form expressions are extremely practical when compared with the discrete-approach- based expressions, which require extensive computation time. The closed-form travel-time expressions developed in this study can be used to (1) establish performance standards for existing AS/RS, (2) evaluate throughput performance for flow-rack AS/RS alternative design configurations, and (3) compare different storage techniques for improved system performance. Due to their simplistic, yet accurate, definitions, the closed-form expressions, as well as the results of this study, are applicable to industry. © Springer-Verlag London Limited 2004.",Automated storage and retrieval systems (AS/RS) | Flow-Rack AS/RS | Inventory management,84,0,,,,undefined,
131,2-s2.0-10444282097,10.1016/j.jmatprotec.2004.09.036,S0924013604010787,,Simulation model of multi-shuttle automated storage and retrieval systems,cp,Conference Paper,Potrč I.,60004060,Univerza v Mariboru,Maribor,Slovenia,4,"Potrč, I.;Lerher, T.;Kramberger, J.;Šraml, M.",6603406246;56055552400;56396842000;6603388071,60004060;60004060;60004060;60004060,2004-12-20,20 December 2004,Journal of Materials Processing Technology,09240136,20972,,Journal,157-158,SPEC. ISS.,,236-244,"Automated storage and retrieval systems (AS/RS) brought to industry the advantages of faster storages and retrieval of products, efficient utilization of storage space, high reliability and better control inventory, improved safety and decrease in damages of products. Therefore AS/RS which are used in manufacturing, warehousing and distribution centers have to be designed to provide quick response for storages and retrievals of products in order to keep the system operating efficiently. Heuristics travel time models for AS/RS with equal-sized cells in height and randomized storage under single- and multi-shuttle system are presented in this paper. The main contribution of proposed model is the implementation of the ""Strategy x"" and determination of relationship between average travel times and throughput capacity for different types of high storage racks and velocity profiles of storage retrieval machine. © 2004 Elsevier B.V. All rights reserved.",Discrete event simulation | High storage rack | Performance analyses | Storage location assignment policies,59,0,,,,undefined,
133,2-s2.0-84938512126,10.1109/ETFA.2003.1247690,,,Travel time analysis of a new Automated Storage and Retrieval System,cp,Conference Paper,Yahong H.,60078616;60026293;101859923,School of Computer Science and Engineering;Singapore-MIT Alliance;Maritime and Port Authority of Singapore,Singapore City;Cambridge;Singapore City,Singapore;United States;Singapore,7,"Yahong, Hu;Ying, Huang Shell;Chuanyu, Chen;Wen-Jing, Hsu;Cheong, Toh Ah;Kit, Loh Chee;Tiancheng, Song",24821629300;55510731600;57507870100;56881760400;56754881600;56755128700;56755333900,60026293;60078616;60078616;60078616;101859923;101859923;101859923,2003-01-01,2003,"IEEE International Conference on Emerging Technologies and Factory Automation, ETFA",19460740,21100275520,19460759,Conference Proceeding,1,January,1247690,75-81,"In conventional Automated Storage and Retrieval Systems (AS/RS), stacker cranes are used to deliver loads to the AS/RS racks and to retrieve loads from the racks. Stacker cranes travel simultaneously in the vertical and horizontal directions. However, the stacker cranes are inadequate for extra heavy loads. In this paper a new kind of Storage/Retrieval (S/R) mechanism is presented to handle such loads. Unlike stacker cranes, the new S/R mechanism has one vertical platform and N horizontal platforms to serve N tiers of an AS/RS rack. The vertical platform provides the vertical link among the tiers of the AS/RS rack, whereas the horizontal platforms transfer loads to the individual storage cells on a given tier. The operations of the vertical platform and the horizontal platforms may be independent and concurrent. In this paper, the design, operation and advantages of the new mechanism are presented. We present a travel-time model under the dwell point policy that the platforms remain where they are after completing a storage/retrieval operation. The model is validated by computer simulations. The results show that our model is reliable for the design and analysis of the new kind of AS/RS. We also present guidelines for the optimal design of a rectangular-in-time AS/RS rack with the new S/R mechanism.",,1,0,,,NUS,undefined,National University of Singapore
134,2-s2.0-0036721871,10.1016/S0360-8352(02)00122-5,S0360835202001225,,Travel time model for the warehousing system with a tower crane S/R machine,ar,Article,Koh S.G.,60011883,Pukyong National University,Busan,South Korea,3,"Koh, S. G.;Kim, B. S.;Kim, B. N.",56251134700;57215602284;57199940400,60011883;60011883;60011883,2002-09-01,September 2002,Computers and Industrial Engineering,03608352,18164,,Journal,43,3,,495-507,"This paper studies the characteristics of a warehousing system in which the storage and retrieval orders are performed by a tower crane. The crane is located at the center of the round storage area and it can rotate in both clockwise and counterclockwise directions. We develop some mathematical travel time models for this warehousing system using the characteristic of the S/R crane that the S/R device can move in radial and circumferential directions simultaneously. First, we derive travel time models for single command and dual command cycles under the randomized storage assignment rule. Then, assuming that the turnover rates for items are different from each other, we calculate expected travel time under the turnover-based assignment rule through a numerical approach. For each model some illustrative examples are presented. © 2002 Elsevier Science Ltd. All rights reserved.",AS/RS | S/R machine | Tower crane | Travel time | Warehouse,20,0,,,,undefined,
135,2-s2.0-37949010930,10.1299/kikaic.67.3040,,,Simulation for Permutational Circulative Vehicle Routing System: Application to Order Picking in an AS/RS,ar,Article,Lu M.,60031225,Kyoto Institute of Technology,Kyoto,Japan,4,"Lu, Mingzhe;Kise, Hiroshi;Karuno, Yoshiyuki;Tanabe, Minoru",55460829700;7004268529;6602956304;57194971294,60031225;60031225;60031225;60031225,2001-01-01,2001,"Nihon Kikai Gakkai Ronbunshu, C Hen/Transactions of the Japan Society of Mechanical Engineers, Part C",03875024,110132,,Journal,67,661,,3040-3046,"This paper aims at developing a new simulation system for evaluating performances of a material handing system which we call the permutational circulative vehicle routing system (denoted PCVRS). The PCVRS consists of multiple vehicles, multiple stages and a rail of single loop type. The vehicles unidirectionally circulate without passing on the loop and process jobs including loading and/or unloading at stages placed along the looP. The simulation system developed is based on a series of equations describing event's schedules. As a case study it is applied to an input/output system in an AS/RS (automated storage and retrieval system), and its behavior is analyzed from both empirical and theoretical points of view. © 2001, The Japan Society of Mechanical Engineers. All rights reserved.",Mathematical Model | Mean Travel Time | Permutational Circulative Vehicle Routing System | Simulation,2,1,publisherfree2read,Bronze,,undefined,
